,record_id,user_id,role,education_level,subject_area,ai_tool,ai_use_purpose,ai_use_frequency_per_week,session_count,avg_session_duration_min,tasks_completed,hints_requested,text_feedback,sentiment_label,sentiment_polarity,subjectivity,emotion_primary,pre_test_score,post_test_score,improvement,adaptive_difficulty_start,adaptive_difficulty_end,recommended_resources_count,perceived_usefulness,perceived_ease_of_use,trust_score,adoption_intention,satisfaction_score,ethical_concern_privacy,ethical_concern_plagiarism,dropout_flag,timestamp
64,65,S377075,student,professional-development,Mathematics,Speech Coach,quiz practice,2,32,23,58,10,"I tried the Speech Coach for quiz practice in Mathematics at the professional-development level; it helped me grasp key goals noticeably. Feeling anticipation, the pace felt unchanged and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is neutral, moderately optimistic. (note 05b8fb)",neutral,0.02,0.459,anticipation,78,92,14,4,2,6,5,5,4,1,3,1,4,0,6/19/2023 0:00
65,66,S916706,student,K-12,Psychology,Speech Coach,proofreading,3,26,17,79,6,"Recently I explored the Speech Coach for proofreading in Psychology at the K-12 level; it kept me engaged with key goals slightly. – Feeling trust, participation increased and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive,  optimistic. (note 5710bb)",positive,0.589,0.721,trust,80,95,15,2,3,7,3,5,4,4,5,3,2,0,3/1/2024 20:55
66,67,S106657,student,K-12,Physics,Curriculum Planner,summarization,2,22,12,61,4,"I experimented with the Curriculum Planner for summarization in Physics at the K-12 level; it streamlined my work on key goals slightly. – Feeling anticipation, I noticed little difference and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note 93bd38)",neutral,-0.065,0.698,anticipation,59,66,7,2,3,13,3,3,2,4,4,4,3,0,2/9/2023 4:12
67,68,S648661,student,professional-development,Biology,Code Copilot,summarization,2,34,17,73,4,"I experimented with the Code Copilot for summarization in Biology at the professional-development level; it improved my confidence with key goals considerably. — Feeling anxiety, the advice felt generic and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 70cd9d)",negative,-0.823,0.907,anxiety,85,93,8,3,2,6,3,3,3,2,3,5,2,0,7/27/2023 5:26
68,69,S980501,student,undergraduate,Mathematics,LLM Assistant,coding help,1,15,13,24,10,"I adopted the LLM Assistant for coding help in Mathematics at the undergraduate level; it clarified key goals significantly. — Feeling fear, it added extra steps and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is negative, significantly optimistic. (note 02519a)",negative,-0.522,0.638,fear,67,67,0,1,2,7,3,2,3,1,4,1,4,0,8/22/2024 2:39
69,70,S461615,student,professional-development,Education,LLM Assistant,brainstorming,1,31,9,88,1,"In this course I tested the LLM Assistant for brainstorming in Education at the professional-development level; it kept me engaged with key goals significantly. Feeling joy, I felt more motivated and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is positive, moderately optimistic. (note 743541)",positive,0.723,0.768,joy,94,100,6,2,3,13,5,2,5,4,3,3,2,0,8/27/2024 12:24
70,71,S136099,student,graduate,Law,AI Tutor,concept explanation,3,27,14,67,3,"I evaluated the AI Tutor for concept explanation in Law at the graduate level; it streamlined my work on key goals slightly.  Feeling trust, I finished tasks faster than usual and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive, slightly optimistic. (note 699bc1)",positive,0.273,0.779,trust,68,76,8,2,5,7,3,4,3,4,4,3,3,0,11/23/2023 11:29
71,72,S906603,student,professional-development,Business,Curriculum Planner,concept explanation,2,29,24,44,7,"I briefly used the Curriculum Planner for concept explanation in Business at the professional-development level; it helped me grasp key goals moderately. — Feeling neutral, the pace felt unchanged and I cross-checked outputs to avoid plagiarism. As a result, my view of AI adoption in education is neutral,  optimistic. (note fef7ed)",neutral,0.058,0.216,neutral,66,79,13,3,2,7,2,2,3,4,4,3,2,0,4/11/2023 11:50
72,73,S278647,student,K-12,Business,Code Copilot,concept explanation,3,24,20,58,10,"I adopted the Code Copilot for concept explanation in Business at the K-12 level; it sped up my study of key goals considerably. Feeling neutral, the pace felt unchanged and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 3ec554)",neutral,-0.099,0.445,neutral,75,86,11,2,4,5,3,5,3,2,4,4,4,0,7/8/2023 16:52
73,74,S342774,student,undergraduate,Computer Science,AI Tutor,language translation,3,28,16,43,14,"I evaluated the AI Tutor for language translation in Computer Science at the undergraduate level; it helped me grasp key goals slightly. — Feeling neutral, results were mixed and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 1a2197)",neutral,0.026,0.378,neutral,60,63,3,2,5,9,3,3,4,4,2,4,3,0,2/9/2024 2:56
74,75,S497730,student,professional-development,Sociology,Code Copilot,language translation,2,23,22,87,8,"I experimented with the Code Copilot for language translation in Sociology at the professional-development level; it kept me engaged with key goals .  Feeling surprise, my class outcomes improved and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note 02e866)",positive,0.766,0.776,surprise,73,80,7,3,4,2,4,5,2,4,5,1,2,0,12/23/2023 19:51
75,76,S560113,student,undergraduate,Biology,Concept Mapper,proofreading,3,32,10,75,9,"I adopted the Concept Mapper for proofreading in Biology at the undergraduate level; it clarified key goals . — Feeling anticipation, my class outcomes improved and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 8e837a)",positive,0.682,0.748,anticipation,82,100,18,2,3,1,3,3,3,5,2,2,2,0,10/1/2023 10:17
76,77,S347687,student,K-12,History,Explainability Bot,summarization,1,36,18,85,12,"I evaluated the Explainability Bot for summarization in History at the K-12 level; it streamlined my work on key goals . Feeling joy, students made fewer mistakes and I still think about privacy and academic integrity. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note a1f36f)",positive,0.347,0.475,joy,53,53,0,4,2,3,5,4,3,4,4,3,3,0,11/6/2023 10:09
77,78,S586451,student,K-12,Physics,Assessment Assistant,proofreading,2,23,21,61,12,"In this course I tested the Assessment Assistant for proofreading in Physics at the K-12 level; it reduced my effort on key goals . — Feeling optimism, we could tackle harder problems and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 6cc5ce)",positive,0.547,0.471,optimism,62,73,11,1,4,2,4,3,4,5,3,2,1,0,2/19/2024 0:11
78,79,S812608,student,K-12,Computer Science,Curriculum Planner,coding help,4,22,8,43,13,"I evaluated the Curriculum Planner for coding help in Computer Science at the K-12 level; it gave me better feedback about key goals considerably. Feeling joy, I observed improved strategies and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note f9e314)",positive,0.871,0.521,joy,86,100,14,1,3,11,3,4,3,3,5,3,3,0,6/10/2023 8:32
79,80,S443989,student,undergraduate,Physics,Curriculum Planner,summarization,3,33,27,55,6,"I experimented with the Curriculum Planner for summarization in Physics at the undergraduate level; it made it easier to understand key goals moderately. — Feeling surprise, I observed improved strategies and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 2116a1)",positive,0.363,0.758,surprise,51,69,18,2,1,6,4,5,5,3,3,2,2,0,7/24/2023 17:43
80,81,S931066,student,graduate,Business,Quiz Generator,coding help,2,29,18,26,3,"I experimented with the Quiz Generator for coding help in Business at the graduate level; it helped me grasp key goals noticeably.Feeling anticipation, results were mixed and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is neutral, noticeably optimistic. (note 7ab0cc)",neutral,-0.058,0.542,anticipation,84,84,0,3,3,6,2,3,2,3,3,3,3,0,5/6/2023 20:57
81,82,S540975,student,undergraduate,Sociology,Quiz Generator,exam revision,2,17,16,44,0,"I briefly used the Quiz Generator for exam revision in Sociology at the undergraduate level; it improved my confidence with key goals significantly. – Feeling trust, my class outcomes improved and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is positive,  optimistic. (note 37302e)",positive,0.428,0.6,trust,61,71,10,1,1,9,5,4,4,3,4,2,5,0,8/13/2023 13:22
82,83,S855713,student,K-12,English,Quiz Generator,coding help,2,30,8,34,5,"In this course I tested the Quiz Generator for coding help in English at the K-12 level; it streamlined my work on key goals noticeably. – Feeling optimism, we could tackle harder problems and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive,  optimistic. (note aebb77)",positive,0.77,0.725,optimism,75,90,15,2,1,10,3,5,5,5,5,1,5,0,4/25/2024 12:06
83,84,S856851,student,undergraduate,Chemistry,Code Copilot,concept explanation,3,32,12,54,3,"For my class I relied on the Code Copilot for concept explanation in Chemistry at the undergraduate level; it reduced my effort on key goals considerably. — Feeling anticipation, I finished tasks faster than usual and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, slightly optimistic. (note 212c89)",positive,0.521,0.719,anticipation,62,74,12,2,4,8,4,4,5,3,5,1,2,0,1/7/2024 5:12
84,85,S763918,student,undergraduate,Sociology,LLM Assistant,proofreading,3,24,36,102,1,"I briefly used the LLM Assistant for proofreading in Sociology at the undergraduate level; it sped up my study of key goals noticeably. — Feeling anger, it added extra steps and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is negative, considerably optimistic. (note 7e2456)",negative,-0.762,0.546,anger,51,52,1,4,4,7,1,2,1,1,3,5,3,0,8/28/2023 6:20
85,86,S737919,student,professional-development,Computer Science,Speech Coach,concept explanation,3,37,19,50,10,"I have been using the Speech Coach for concept explanation in Computer Science at the professional-development level; it streamlined my work on key goals moderately. — Feeling trust, we could tackle harder problems and I remain cautious about fairness and transparency. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 27bcc5)",positive,0.598,0.771,trust,73,85,12,2,2,7,4,5,5,5,5,4,4,0,4/30/2023 18:56
86,87,S589783,student,graduate,Education,Curriculum Planner,proofreading,3,24,31,43,5,"I adopted the Curriculum Planner for proofreading in Education at the graduate level; it gave me better feedback about key goals slightly.Feeling surprise, participation increased and I followed our policy on responsible AI use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note 35664c)",positive,0.65,0.767,surprise,53,66,13,3,4,6,3,4,5,4,4,3,4,0,11/25/2023 15:58
87,88,S477880,student,undergraduate,Mathematics,LLM Assistant,exam revision,2,16,14,53,0,"In this course I tested the LLM Assistant for exam revision in Mathematics at the undergraduate level; it reduced my effort on key goals significantly.  Feeling optimism, my class outcomes improved and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a positive way. (note b7a500)",positive,0.806,0.447,optimism,76,83,7,3,3,6,5,3,3,4,5,3,2,0,5/28/2023 1:09
88,89,S651066,student,undergraduate,Law,Code Copilot,concept explanation,3,30,30,52,8,"I evaluated the Code Copilot for concept explanation in Law at the undergraduate level; it sped up my study of key goals slightly. – Feeling anticipation, participation increased and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note e1c27b)",positive,0.389,0.426,anticipation,58,61,3,2,4,3,3,3,5,3,5,2,3,0,12/30/2023 16:51
89,90,S446969,student,K-12,Education,Explainability Bot,writing feedback,2,9,18,65,0,"I adopted the Explainability Bot for writing feedback in Education at the K-12 level; it helped me grasp key goals significantly. Feeling neutral, I had to double-check suggestions and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is neutral, significantly optimistic. (note 956a14)",neutral,0.057,0.22,neutral,63,66,3,1,3,1,3,4,2,3,4,3,3,0,2/20/2024 18:36
90,91,S598129,student,undergraduate,Sociology,LLM Assistant,note organization,1,27,17,67,1,"I have been using the LLM Assistant for note organization in Sociology at the undergraduate level; it improved my confidence with key goals . Feeling sadness, it sometimes confused me and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is negative, moderately optimistic. (note d4e8ce)",negative,-0.487,0.782,sadness,81,81,0,3,1,3,2,2,2,3,3,4,4,0,9/2/2024 23:14
91,92,S542049,student,undergraduate,Law,LLM Assistant,quiz practice,2,30,24,50,7,"I evaluated the LLM Assistant for quiz practice in Law at the undergraduate level; it helped me grasp key goals noticeably. — Feeling fear, I worried about accuracy and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note 081503)",negative,-0.36,0.753,fear,55,58,3,3,1,7,2,1,3,2,3,3,5,0,11/6/2023 6:18
